reporter_name,reporter_code,year,classification,classification_version,product_code,mtn_categories,partner_code,partner_name,value
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C600,Paraguay,41550887
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C562,Niger,13945659
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C112,Belarus,466462429
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C678,"Sao Tomé and Principe",1046849
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C124,Canada,307401472213
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C410,"Korea, Republic of",92364768764
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C643,"Russian Federation",29203375120
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C882,Samoa,1438394
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C144,"Sri Lanka",2344860810
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C051,Armenia,98527705
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C188,"Costa Rica",8270455479
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C762,Tajikistan,4171280
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C048,"Bahrain, Kingdom of",1820196486
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C764,Thailand,52123658420
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C218,Ecuador,4685239500
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C834,Tanzania,142373826
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C417,"Kyrgyz Republic",14691358
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C690,Seychelles,9928836
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C834,Tanzania,69223336
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C894,Zambia,172424410
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C562,Niger,3635370
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C768,Togo,8516940
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C032,Argentina,5739583212
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C108,Burundi,434604
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C288,Ghana,1372833440
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C422,"Lebanese Republic",184568936
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C800,Uganda,5365970
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C156,China,406490977410
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C068,"Bolivia, Plurinational State of",381923413
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C148,Chad,76765143
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C740,Suriname,53767621
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C480,Mauritius,213446491
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C646,Rwanda,10073733
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C694,"Sierra Leone",14803544
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C051,Armenia,53815701
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C516,Namibia,235541798
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C478,Mauritania,2656594
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C792,Türkiye,14001174092
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C328,Guyana,623125715
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C364,Iran,2219446
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C242,Fiji,69275102
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C678,"Sao Tomé and Principe",448608
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C004,Afghanistan,9839915
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C634,Qatar,2724483080
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C124,Canada,226826973447.001
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C480,Mauritius,212078925
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C512,Oman,762887348
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C634,Qatar,945298211
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C070,"Bosnia and Herzegovina",169035805
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C116,Cambodia,11855433842
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C120,Cameroon,62561944
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C400,Jordan,2905557906
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C090,"Solomon Islands",621685
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C706,Somalia,519166
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C262,Djibouti,2689436
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C598,"Papua New Guinea",3793093
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C174,Comoros,161082
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C124,Canada,351520174191.702
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C659,"Saint Kitts and Nevis",32248623
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C052,Barbados,16360256
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C626,Timor-Leste,340177
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",N990,"Other Countries, n.e.s.",363576588
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C450,Madagascar,610877127
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C084,Belize,19896743
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C174,Comoros,398107
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C418,"Lao People's Democratic Republic",269959143
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C516,Namibia,143055524
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C887,Yemen,1192518
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C626,Timor-Leste,1075613
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C392,Japan,143507235081
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C710,"South Africa",13639836157
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C748,Eswatini,5410647
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C862,"Venezuela, Bolivarian Republic of",3380617318
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C364,Iran,5058030
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C780,"Trinidad and Tobago",3950455354
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C044,Bahamas,260630849
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C104,Myanmar,932895548
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C807,"North Macedonia",132056479
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C678,"Sao Tomé and Principe",678338
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C792,Türkiye,13088434775
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C860,Uzbekistan,86017557
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C558,Nicaragua,3402195299
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C764,Thailand,58934776718
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C860,Uzbekistan,25657618
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C466,Mali,1798499
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C807,"North Macedonia",251948312
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C598,"Papua New Guinea",8308443
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C496,Mongolia,13801044
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C226,"Equatorial Guinea",220180139
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C716,Zimbabwe,52660603
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C410,"Korea, Republic of",126768694851
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C604,Peru,2667129373
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C462,Maldives,16451646
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C578,Norway,5698270688
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C694,"Sierra Leone",29851243
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C090,"Solomon Islands",536667
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C032,Argentina,3302746990
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C364,Iran,1192967
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C670,"Saint Vincent and the Grenadines",4259550
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C222,"El Salvador",2111830496
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C430,Liberia,71541023
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C148,Chad,521402
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C484,Mexico,333993869169
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C776,Tonga,1573096
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C748,Eswatini,7889086
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C068,"Bolivia, Plurinational State of",269645681
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C784,"United Arab Emirates",2152888147
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C558,Nicaragua,3373262782
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C760,"Syrian Arab Republic",3454886
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C788,Tunisia,522831598
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C795,Turkmenistan,982243
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C504,Morocco,1353030110
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C417,"Kyrgyz Republic",3776036
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C548,Vanuatu,393109
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C156,China,412184488657
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C384,"Côte d'Ivoire",193719554
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C591,Panama,260096421
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C682,"Saudi Arabia, Kingdom of",22693727976
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C804,Ukraine,1154967999
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C072,Botswana,254486711
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C768,Togo,8229337
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C104,Myanmar,865510757
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C148,Chad,82105414
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C422,"Lebanese Republic",137787021
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C706,Somalia,1686265
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C052,Barbados,14155814
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C384,"Côte d'Ivoire",185383519
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C804,Ukraine,1598913246
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C108,Burundi,365224
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C686,Senegal,97914137
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C076,Brazil,30679840233
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C598,"Papua New Guinea",1907588
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C756,Switzerland,51270655708
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C662,"Saint Lucia",2638399
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C426,Lesotho,308922106
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C012,Algeria,2922452649
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C748,Eswatini,4994463
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C756,Switzerland,45879380647
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C064,Bhutan,343826
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C188,"Costa Rica",6159831467
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C504,Morocco,1294271251
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C446,"Macao, China",101295526
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C028,"Antigua and Barbuda",13536709
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C392,Japan,143797459884
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C368,Iraq,3375019127
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C036,Australia,8233133647
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C152,Chile,11579364656
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C178,Congo,117855111
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C776,Tonga,1346767
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C704,"Viet Nam",108708824838
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",A000,World,2529132390813
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C070,"Bosnia and Herzegovina",153633254
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C458,Malaysia,41648811072
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C036,Australia,10823347071
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C178,Congo,239296363
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C204,Benin,1824991
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C826,"United Kingdom",55604441070
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C462,Maldives,9710429
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C446,"Macao, China",79843539
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C008,Albania,112107014
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C417,"Kyrgyz Republic",7715744
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C048,"Bahrain, Kingdom of",948049695
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C192,Cuba,3953033
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C716,Zimbabwe,12280247
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C776,Tonga,2241981
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C192,Cuba,4896449
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C270,"The Gambia",788370
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C562,Niger,2646893
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C174,Comoros,635897
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C360,Indonesia,22815960381
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C762,Tajikistan,827180
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C120,Cameroon,436061305
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C116,Cambodia,12523166649
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C748,Eswatini,3503963
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C024,Angola,1175675839
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C438,Liechtenstein,244422282
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C222,"El Salvador",1717772855
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C716,Zimbabwe,14282306
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C646,Rwanda,8344175
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C678,"Sao Tomé and Principe",1582585
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C670,"Saint Vincent and the Grenadines",4684132
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C670,"Saint Vincent and the Grenadines",5882430
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C262,Djibouti,805653
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C438,Liechtenstein,269925961
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C090,"Solomon Islands",632297
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C140,"Central African Republic",535213
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C422,"Lebanese Republic",147042951
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C050,Bangladesh,8255685527
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C180,"Democratic Republic of the Congo",241029731
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C352,Iceland,609717941
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C818,Egypt,2001117873
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",U918,"European Union",510335282543
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C116,Cambodia,11554599324
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C608,Philippines,11730454962
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C710,"South Africa",13136461742
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C788,Tunisia,254988917
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C052,Barbados,20689187
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C608,Philippines,12117305353
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C462,Maldives,13503389
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C760,"Syrian Arab Republic",2204089
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C012,Algeria,1733882465
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C096,"Brunei Darussalam",9296952
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C548,Vanuatu,787665
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C051,Armenia,67422368
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C634,Qatar,1720351777
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C388,Jamaica,230068932
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C604,Peru,4577129843
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C044,Bahamas,814700354
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C180,"Democratic Republic of the Congo",12451357
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C566,Nigeria,1422666420
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C858,Uruguay,272714041
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C834,Tanzania,74169493
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C180,"Democratic Republic of the Congo",265329094
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C356,India,79579939561
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C376,Israel,20167275290
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C344,"Hong Kong, China",3020476662
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C336,"Holy See",672406
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C670,"Saint Vincent and the Grenadines",4580370
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C704,"Viet Nam",75712900955
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C008,Albania,47456208
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C562,Niger,4546081
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C682,"Saudi Arabia, Kingdom of",15840858197
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C288,Ghana,478303857
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C704,"Viet Nam",120932517642
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C204,Benin,1244717
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C344,"Hong Kong, China",1923603632
"United States of America",C840,2023,MTN,MT4,NON_AG,"Non Agricultural products",C548,Vanuatu,1425319
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C404,Kenya,577138350
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C148,Chad,152312
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C332,Haiti,787057798
"United States of America",C840,2020,MTN,MT4,NON_AG,"Non Agricultural products",C524,Nepal,71751960
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C498,"Moldova, Republic of",40700407
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C862,"Venezuela, Bolivarian Republic of",240923424
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C608,Philippines,12526332963
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C662,"Saint Lucia",5095025
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C064,Bhutan,208384
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C344,"Hong Kong, China",2345433740
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C860,Uzbekistan,90892507
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C140,"Central African Republic",457206
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C096,"Brunei Darussalam",230641631
"United States of America",C840,2024,MTN,MT4,NON_AG,"Non Agricultural products",C554,"New Zealand",1741070988
"United States of America",C840,2022,MTN,MT4,NON_AG,"Non Agricultural products",C662,"Saint Lucia",5320490
"United States of America",C840,2021,MTN,MT4,NON_AG,"Non Agricultural products",C212,Dominica,1049847
