"indicator ",reporter_code,reporter_name,year,classification_version,product_code,partner_code,partner_name,value,adb.source
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010121,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010121,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010121,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010121,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010121,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010129,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010129,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010129,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010129,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010129,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010130,A000,World,6.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010130,A000,World,6.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010130,A000,World,6.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010130,A000,World,6.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010130,A000,World,6.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010190,A000,World,2.25,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010190,A000,World,2.25,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010190,A000,World,2.25,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010190,A000,World,2.25,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010190,A000,World,2.25,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010221,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010221,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010221,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010221,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010221,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010229,A000,World,0.19,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010229,A000,World,0.125,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010229,A000,World,0.18,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010229,A000,World,0.125,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010229,A000,World,0.275,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010231,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010231,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010231,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010231,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010231,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010239,A000,World,0.23,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010239,A000,World,0.23,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010239,A000,World,0.24,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010239,A000,World,0.2,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010239,A000,World,0.19,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010290,A000,World,0.42,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010290,A000,World,0.45,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010290,A000,World,1.1,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010290,A000,World,0.59,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010290,A000,World,0.19,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010310,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010310,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010310,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010310,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010310,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010391,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010391,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010391,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010391,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010391,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010392,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010392,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010392,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010392,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010392,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010410,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010410,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010410,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010410,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010410,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010420,A000,World,1.3,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010420,A000,World,0.26,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010420,A000,World,1.28,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010420,A000,World,0.26,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010420,A000,World,0.1,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010511,A000,World,0.41,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010511,A000,World,0.1,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010511,A000,World,0.44,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010511,A000,World,0.73,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010511,A000,World,0.15,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010512,A000,World,0.37,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010512,A000,World,0.38,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010512,A000,World,0.55,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010512,A000,World,0.32,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010512,A000,World,0.35,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010513,A000,World,0.38,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010513,A000,World,0.35,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010513,A000,World,0.38,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010513,A000,World,0.34,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010513,A000,World,0.55,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010514,A000,World,0.23,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010514,A000,World,0.11,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010514,A000,World,0.13,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010514,A000,World,0.17,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010514,A000,World,0.38,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010515,A000,World,1.9,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010515,A000,World,1.48,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010515,A000,World,0.77,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010515,A000,World,0.99,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010515,A000,World,0.95,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010594,A000,World,0.26,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010594,A000,World,0.01,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010594,A000,World,0.01,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010594,A000,World,0.01,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010594,A000,World,0.01,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010599,A000,World,1.02,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010599,A000,World,1,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010599,A000,World,1,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010599,A000,World,1.22,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010599,A000,World,1.23,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010611,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010611,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010611,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010611,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010611,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010612,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010612,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010612,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010612,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010612,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010613,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010613,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010613,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010613,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010613,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010614,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010614,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010614,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010614,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010614,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010619,A000,World,2.4,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010619,A000,World,2.4,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010619,A000,World,2.4,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010619,A000,World,2.4,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010619,A000,World,2.4,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010620,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010620,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010620,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010620,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010620,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010631,A000,World,1.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010631,A000,World,1.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010631,A000,World,1.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010631,A000,World,1.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010631,A000,World,1.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010632,A000,World,1.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010632,A000,World,1.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010632,A000,World,1.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010632,A000,World,1.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010632,A000,World,1.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010633,A000,World,1.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010633,A000,World,1.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010633,A000,World,1.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010633,A000,World,1.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010633,A000,World,1.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010639,A000,World,1.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010639,A000,World,1.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010639,A000,World,1.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010639,A000,World,1.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010639,A000,World,1.8,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010641,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010641,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010641,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010641,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010641,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010649,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010649,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010649,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010649,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010649,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,010690,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,010690,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,010690,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,010690,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,010690,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,020110,A000,World,13.86,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,020110,A000,World,13.7,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,020110,A000,World,13.86,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,020110,A000,World,13.86,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,020110,A000,World,13.86,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,020120,A000,World,10.3625,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,020120,A000,World,10.3625,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,020120,A000,World,10.3625,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,020120,A000,World,10.35,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,020120,A000,World,10.3625,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,020130,A000,World,10.325,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,020130,A000,World,10.325,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,020130,A000,World,10.27,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,020130,A000,World,10.27,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,020130,A000,World,10.27,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,020210,A000,World,13.715,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,020210,A000,World,13.7,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,020210,A000,World,13.715,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,020210,A000,World,13.715,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,020210,A000,World,13.715,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,020220,A000,World,10.35,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,020220,A000,World,10.46,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,020220,A000,World,10.52,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,020220,A000,World,10.49,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,020220,A000,World,10.56,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,020230,A000,World,10.305,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,020230,A000,World,10.6,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,020230,A000,World,10.6175,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,020230,A000,World,10.345,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,020230,A000,World,10.335,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,020311,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,020311,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,020311,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,020311,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,020311,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,020312,A000,World,0.22,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,020312,A000,World,0.13,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,020312,A000,World,0.195,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,020312,A000,World,0.205,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,020312,A000,World,0.19,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,020319,A000,World,0.175,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,020319,A000,World,0.195,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,020319,A000,World,0.145,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,020319,A000,World,0.195,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,020319,A000,World,0.375,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,020321,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,020321,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,020321,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,020321,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,020321,A000,World,0,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,020322,A000,World,0.055,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,020322,A000,World,0.075,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,020322,A000,World,0.23,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,020322,A000,World,0.035,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,020322,A000,World,0.055,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,020329,A000,World,0.18,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,020329,A000,World,0.235,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,020329,A000,World,0.24,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,020329,A000,World,0.245,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,020329,A000,World,0.265,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,020410,A000,World,0.13,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,020410,A000,World,0.08,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,020410,A000,World,0.09,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,020410,A000,World,0.08,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,020410,A000,World,0.11,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,020421,A000,World,0.75,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2021,HS17,020421,A000,World,2.54,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,020421,A000,World,2.54,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2023,HS22,020421,A000,World,2,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,020421,A000,World,1.65,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2024,HS22,020422,A000,World,0.155,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2020,HS17,020422,A000,World,0.35,"WTO IDB"
MFN_applied_duty_simple_average_in_percentage,C840,"United States of America",2022,HS22,020422,A000,World,0.25,"WTO IDB"
