reporter_name,reporter_code,year,classification,classification_version,product_code,mtn_categories,partner_code,partner_name,value
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C332,Haiti,33874392
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C860,Uzbekistan,7195142
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C178,Congo,756983
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C498,"Moldova, Republic of",46568998
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C682,"Saudi Arabia, Kingdom of",10557066
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C862,"Venezuela, Bolivarian Republic of",63736935
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C512,Oman,8164718
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C024,Angola,129100
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C458,Malaysia,842054209
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C854,"Burkina Faso",2499941
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C384,"Côte d'Ivoire",822469683
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C388,Jamaica,173288304
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C392,Japan,1080863130
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C504,Morocco,191854454
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",A000,World,208506281828
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C882,Samoa,4094837
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C116,Cambodia,124236682
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C180,"Democratic Republic of the Congo",16635396
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C426,Lesotho,17136
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C478,Mauritania,14040
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C044,Bahamas,933614
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C268,Georgia,10218921
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C454,Malawi,53087228
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C076,Brazil,7944109484
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C368,Iraq,1792593
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C508,Mozambique,30502138
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C044,Bahamas,1013340
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C422,"Lebanese Republic",50701423
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C438,Liechtenstein,2270
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C566,Nigeria,92329626
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C124,Canada,31186333218
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C020,Andorra,4213752
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C410,"Korea, Republic of",1070073039
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C716,Zimbabwe,33444358
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C854,"Burkina Faso",5146249
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C764,Thailand,3037456099
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C324,Guinea,538742
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C404,Kenya,143945747
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C512,Oman,6180150
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C324,Guinea,1530203
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C426,Lesotho,12248
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C422,"Lebanese Republic",67161979
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C690,Seychelles,7000
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C036,Australia,5412285407
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C222,"El Salvador",239079816
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C626,Timor-Leste,4145254
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C340,Honduras,885829932
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C028,"Antigua and Barbuda",91873
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C270,"The Gambia",66007
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C158,"Chinese Taipei",538649183
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C662,"Saint Lucia",2184386
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C032,Argentina,1868994000
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C598,"Papua New Guinea",71714614
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C124,Canada,40943711569
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C344,"Hong Kong, China",109371865
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C070,"Bosnia and Herzegovina",5687648
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C417,"Kyrgyz Republic",1138245
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C800,Uganda,105222446
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C158,"Chinese Taipei",721921246
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C496,Mongolia,228002
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C170,Colombia,4270873408
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C384,"Côte d'Ivoire",789549763
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C376,Israel,475989047
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C887,Yemen,4959356
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C008,Albania,28895828
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C024,Angola,69550
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C710,"South Africa",467974082
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C044,Bahamas,917086
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C894,Zambia,13987955
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C052,Barbados,24122762
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C188,"Costa Rica",2009743903
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C270,"The Gambia",51736
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C417,"Kyrgyz Republic",2453811
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C776,Tonga,382371
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C768,Togo,8709822
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C634,Qatar,58425
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C174,Comoros,3116736
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C558,Nicaragua,1275098608
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C591,Panama,87960597
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C892,Serbia,93124334
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C262,Djibouti,868898
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C266,Gabon,4486
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C032,Argentina,1646880659
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C324,Guinea,526606
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C554,"New Zealand",3402500078
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C148,Chad,3818463
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C780,"Trinidad and Tobago",47471737
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C498,"Moldova, Republic of",16195495
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C462,Maldives,19543
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C158,"Chinese Taipei",714251156
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C231,Ethiopia,212683541
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C320,Guatemala,2878022753
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C792,Türkiye,1961898110
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C834,Tanzania,62178894
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C894,Zambia,11745755
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C231,Ethiopia,152771473
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C478,Mauritania,50145
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C892,Serbia,110558261
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C064,Bhutan,5485
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C524,Nepal,30022371
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C548,Vanuatu,3954930
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C893,Montenegro,740978
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C320,Guatemala,2485991448
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C591,Panama,68489039
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C566,Nigeria,111500806
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C894,Zambia,9217935
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C392,Japan,1065329853
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C682,"Saudi Arabia, Kingdom of",16844803
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C800,Uganda,124216283
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C804,Ukraine,195324748
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C052,Barbados,25261773
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C686,Senegal,936890
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C188,"Costa Rica",2133547522
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C124,Canada,40084132286
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C352,Iceland,49854436
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C410,"Korea, Republic of",1180332297
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C818,Egypt,260275952
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C020,Andorra,3485098
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C090,"Solomon Islands",735468
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C792,Türkiye,1002782081
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C140,"Central African Republic",35475
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C414,"Kuwait, the State of",614237
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C404,Kenya,191152568
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C364,Iran,1142468
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C108,Burundi,3356667
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C604,Peru,2847928849
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C854,"Burkina Faso",4063681
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C008,Albania,29545872
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C124,Canada,37470957131
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C578,Norway,118273430
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C384,"Côte d'Ivoire",1035396766
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C892,Serbia,98625004
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C430,Liberia,1010696
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C180,"Democratic Republic of the Congo",12213881
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C554,"New Zealand",2623320729
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C706,Somalia,313223
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C364,Iran,4490
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C072,Botswana,81768
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C226,"Equatorial Guinea",12120
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C458,Malaysia,1149582897
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C152,Chile,3300038402
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C242,Fiji,183594423
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C578,Norway,133356986
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C108,Burundi,3806759
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C104,Myanmar,5376923
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C430,Liberia,807648
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C050,Bangladesh,22003326
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C068,"Bolivia, Plurinational State of",96100400
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C388,Jamaica,175208965
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C262,Djibouti,3934135
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C268,Georgia,13025666
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C659,"Saint Kitts and Nevis",2522646
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C458,Malaysia,1204951771
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C558,Nicaragua,1216492356
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C646,Rwanda,23554023
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C762,Tajikistan,107596
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C586,Pakistan,151565272
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C858,Uruguay,400968428
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C032,Argentina,1379498103
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C788,Tunisia,510687158
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C466,Mali,708478
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C504,Morocco,187460332
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C048,"Bahrain, Kingdom of",4807081
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C096,"Brunei Darussalam",108178
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C036,Australia,3380039700
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C417,"Kyrgyz Republic",1765722
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C156,China,3813031073
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C090,"Solomon Islands",618180
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C068,"Bolivia, Plurinational State of",103168468
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C218,Ecuador,2165667335
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C328,Guyana,15071198
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C204,Benin,1334453
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C748,Eswatini,26066051
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C120,Cameroon,40167444
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C072,Botswana,24069
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C728,"South Sudan",593214
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C052,Barbados,22945850
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",A000,World,167288711542
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C450,Madagascar,267788772
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C068,"Bolivia, Plurinational State of",79020635
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C446,"Macao, China",2059833
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C454,Malawi,39209248
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C400,Jordan,31369359
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C862,"Venezuela, Bolivarian Republic of",30275178
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C608,Philippines,971588975
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C586,Pakistan,154786400
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C704,"Viet Nam",2113736152
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C356,India,3029437169
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C762,Tajikistan,69518
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C422,"Lebanese Republic",51151429
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C496,Mongolia,18599620
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C096,"Brunei Darussalam",162086
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C204,Benin,11171436
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",N990,"Other Countries, n.e.s.",12490250
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C760,"Syrian Arab Republic",5998659
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C392,Japan,991535288
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C152,Chile,3429480492
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C188,"Costa Rica",1872366887
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C678,"Sao Tomé and Principe",46189
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C834,Tanzania,30866944
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C643,"Russian Federation",137578630
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C308,Grenada,5948029
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C508,Mozambique,19103358
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C776,Tonga,692135
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C466,Mali,1460313
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C776,Tonga,325644
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C704,"Viet Nam",2430557812
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C242,Fiji,158115567
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C598,"Papua New Guinea",67442992
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C578,Norway,128159725
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C531,Curaçao,435029
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C108,Burundi,5514235
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C626,Timor-Leste,5120786
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C084,Belize,25072144
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C032,Argentina,1957816978
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C512,Oman,8227837
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C764,Thailand,3628476115
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C646,Rwanda,40103312
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C760,"Syrian Arab Republic",6950025
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C008,Albania,29850420
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C012,Algeria,10716080
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C756,Switzerland,1842569587
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C140,"Central African Republic",292379
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C800,Uganda,115413728
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C262,Djibouti,1942804
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C531,Curaçao,328925
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C104,Myanmar,7760861
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C288,Ghana,333577684
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C376,Israel,442243356
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C052,Barbados,24459651
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C148,Chad,4281750
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C756,Switzerland,1734633180
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C218,Ecuador,1758106951
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C308,Grenada,4616202
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C516,Namibia,494134
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C524,Nepal,25839880
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C566,Nigeria,71394494
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C643,"Russian Federation",77034002
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C600,Paraguay,127992216
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C776,Tonga,943390
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C360,Indonesia,3643652907
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C566,Nigeria,58565209
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C736,Sudan,36574566
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C804,Ukraine,300390299
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",N990,"Other Countries, n.e.s.",13779100
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C678,"Sao Tomé and Principe",134698
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C104,Myanmar,17915612
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C212,Dominica,382313
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",U918,"European Union",24471412356
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C048,"Bahrain, Kingdom of",5533202
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C807,"North Macedonia",34372419
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C504,Morocco,324856125
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C404,Kenya,124943591
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C591,Panama,83055399
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C344,"Hong Kong, China",125528561
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C702,Singapore,3535221293
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C716,Zimbabwe,27897710
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C328,Guyana,35140041
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",U918,"European Union",32153608124
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C454,Malawi,47488843
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C178,Congo,4346155
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C508,Mozambique,13784041
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C643,"Russian Federation",204243614
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C800,Uganda,84225072
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C212,Dominica,339073
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C524,Nepal,13283820
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C788,Tunisia,294114180
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C826,"United Kingdom",2621167721
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C496,Mongolia,7851873
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C780,"Trinidad and Tobago",36541636
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C008,Albania,24823842
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C398,Kazakhstan,1653012
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",A000,World,143168569397
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C031,Azerbaijan,1289228
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C466,Mali,118101
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C704,"Viet Nam",2572037734
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C031,Azerbaijan,3887644
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C050,Bangladesh,33151542
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C332,Haiti,15137858
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C388,Jamaica,207995332
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C702,Singapore,2820435753
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C048,"Bahrain, Kingdom of",1128989
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C270,"The Gambia",155893
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C116,Cambodia,74188236
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C760,"Syrian Arab Republic",4676872
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C893,Montenegro,11005675
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C404,Kenya,153717694
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C634,Qatar,18850
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C084,Belize,22377968
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C748,Eswatini,15165819
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C454,Malawi,44610711
"United States of America",C840,2020,MTN,MT4,AG,"Agricultural products",C678,"Sao Tomé and Principe",6971
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C748,Eswatini,17127019
"United States of America",C840,2023,MTN,MT4,AG,"Agricultural products",C044,Bahamas,797139
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C784,"United Arab Emirates",137897140
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C646,Rwanda,20902177
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C894,Zambia,7950510
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C070,"Bosnia and Herzegovina",6174694
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C882,Samoa,7013765
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C174,Comoros,1574961
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C068,"Bolivia, Plurinational State of",110993289
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C132,"Cabo Verde",928532
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C662,"Saint Lucia",3250695
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C690,Seychelles,16734
"United States of America",C840,2022,MTN,MT4,AG,"Agricultural products",C818,Egypt,314207695
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C012,Algeria,15095756
"United States of America",C840,2024,MTN,MT4,AG,"Agricultural products",C288,Ghana,272287422
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C418,"Lao People's Democratic Republic",3892334
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C028,"Antigua and Barbuda",23135
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C288,Ghana,266120944
"United States of America",C840,2021,MTN,MT4,AG,"Agricultural products",C670,"Saint Vincent and the Grenadines",130705
